Date,^GSPC,Rate
1945-05-13,14.62,-2.01
1945-05-20,14.87,1.71
1945-05-27,14.79,-0.54
1945-06-03,15.03,1.62
1945-06-10,14.93,-0.67
1945-06-17,15.1,1.14
1945-06-24,15.28,1.19
1945-07-01,14.87,-2.68
1945-07-08,14.91,0.27
1945-07-15,15.05,0.94
1945-07-22,14.66,-2.59
1945-07-29,14.45,-1.43
1945-08-05,14.68,1.59
1945-08-12,14.78,0.68
1945-08-19,14.62,-1.08
1945-08-26,15.05,2.94
1945-09-02,15.51,3.06
1945-09-09,15.73,1.42
1945-09-16,15.86,0.83
1945-09-23,15.95,0.57
1945-09-30,16.05,0.63
1945-10-07,16.38,2.06
1945-10-14,16.58,1.22
1945-10-21,16.59,0.06
1945-10-28,16.49,-0.6
1945-11-04,16.86,2.24
1945-11-11,17.1,1.42
1945-11-18,17.0,-0.58
1945-11-25,16.85,-0.88
1945-12-02,17.19,2.02
1945-12-09,17.54,2.04
1945-12-16,17.31,-1.31
1945-12-23,16.98,-1.91
1945-12-30,17.31,1.94
1946-01-06,17.23,-0.46
1946-01-13,18.13,5.22
1946-01-20,18.3,0.94
1946-01-27,18.09,-1.15
1946-02-03,18.64,3.04
1946-02-10,18.55,-0.48
1946-02-17,18.44,-0.59
1946-02-24,17.72,-3.9
1946-03-03,17.21,-2.88
1946-03-10,17.49,1.63
1946-03-17,17.28,-1.2
1946-03-24,17.7,2.43
1946-03-31,18.04,1.92
1946-04-07,18.54,2.77
1946-04-14,18.77,1.24
1946-04-21,18.9,0.69
1946-04-28,18.58,-1.69
1946-05-05,18.46,-0.65
1946-05-12,18.74,1.52
1946-05-19,18.6,-0.75
1946-05-26,18.78,0.97
1946-06-02,19.18,2.13
1946-06-09,18.82,-1.88
1946-06-16,18.79,-0.16
1946-06-23,18.23,-2.98
1946-06-30,18.43,1.1
1946-07-07,18.43,0.0
1946-07-14,18.27,-0.87
1946-07-21,17.98,-1.59
1946-07-28,17.6,-2.11
1946-08-04,18.02,2.39
1946-08-11,18.05,0.17
1946-08-18,17.84,-1.16
1946-08-25,17.58,-1.46
1946-09-01,16.65,-5.29
1946-09-08,15.84,-4.86
1946-09-15,15.31,-3.35
1946-09-22,14.69,-4.05
1946-09-29,15.11,2.86
1946-10-06,14.81,-1.99
1946-10-13,14.63,-1.22
1946-10-20,14.97,2.32
1946-10-27,14.7,-1.8
1946-11-03,15.07,2.52
1946-11-10,14.85,-1.46
1946-11-17,14.73,-0.81
1946-11-24,14.13,-4.07
1946-12-01,14.68,3.89
1946-12-08,14.7,0.14
1946-12-15,15.17,3.2
1946-12-22,15.5,2.18
1946-12-29,15.19,-2.0
1947-01-05,15.26,0.46
1947-01-12,15.24,-0.13
1947-01-19,15.07,-1.12
1947-01-26,15.21,0.93
1947-02-02,15.66,2.96
1947-02-09,16.12,2.94
1947-02-16,15.86,-1.61
1947-02-23,15.8,-0.38
1947-03-02,15.43,-2.34
1947-03-09,15.16,-1.75
1947-03-16,14.78,-2.51
1947-03-23,15.25,3.18
1947-03-30,15.33,0.52
1947-04-06,15.18,-0.98
1947-04-13,14.72,-3.03
1947-04-20,14.09,-4.28
1947-04-27,14.39,2.13
1947-05-04,14.79,2.78
1947-05-11,14.63,-1.08
1947-05-18,13.96,-4.58
1947-05-25,14.0,0.29
1947-06-01,14.45,3.21
1947-06-08,14.5,0.35
1947-06-15,14.98,3.31
1947-06-22,15.16,1.2
1947-06-29,15.12,-0.26
1947-07-06,15.6,3.17
1947-07-13,15.87,1.73
1947-07-20,15.85,-0.13
1947-07-27,16.08,1.45
1947-08-03,15.8,-1.74
1947-08-10,15.43,-2.34
1947-08-17,15.58,0.97
1947-08-24,15.45,-0.83
1947-08-31,15.32,-0.84
1947-09-07,15.1,-1.44
1947-09-14,14.99,-0.73
1947-09-21,15.2,1.4
1947-09-28,14.85,-2.3
1947-10-05,15.24,2.63
1947-10-12,15.29,0.33
1947-10-19,15.58,1.9
1947-10-26,15.5,-0.51
1947-11-02,15.43,-0.45
1947-11-09,15.31,-0.78
1947-11-16,15.19,-0.78
1947-11-23,15.33,0.92
1947-11-30,14.98,-2.28
1947-12-07,14.63,-2.34
1947-12-14,14.94,2.12
1947-12-21,15.12,1.2
1947-12-28,15.12,0.0
1948-01-04,15.34,1.46
1948-01-11,15.23,-0.72
1948-01-18,14.87,-2.36
1948-01-25,14.35,-3.5
1948-02-01,14.68,2.3
1948-02-08,14.19,-3.34
1948-02-15,13.85,-2.4
1948-02-22,13.96,0.79
1948-02-29,13.93,-0.21
1948-03-07,14.11,1.29
1948-03-14,13.99,-0.85
1948-03-21,14.32,2.36
1948-03-28,14.75,3.0
1948-04-04,15.15,2.71
1948-04-11,15.29,0.92
1948-04-18,15.43,0.92
1948-04-25,15.78,2.27
1948-05-02,15.48,-1.9
1948-05-09,15.72,1.55
1948-05-16,16.39,4.26
1948-05-23,16.5,0.67
1948-05-30,16.69,1.15
1948-06-06,16.59,-0.6
1948-06-13,16.95,2.17
1948-06-20,16.96,0.06
1948-06-27,16.83,-0.77
1948-07-04,16.85,0.12
1948-07-11,16.92,0.42
1948-07-18,16.25,-3.96
1948-07-25,16.27,0.12
1948-08-01,15.85,-2.58
1948-08-08,16.12,1.7
1948-08-15,15.7,-2.61
1948-08-22,16.15,2.87
1948-08-29,16.11,-0.25
1948-09-05,16.27,0.99
1948-09-12,15.83,-2.7
1948-09-19,15.73,-0.63
1948-09-26,15.6,-0.83
1948-10-03,15.67,0.45
1948-10-10,15.9,1.47
1948-10-17,16.12,1.38
1948-10-24,16.61,3.04
1948-10-31,16.5,-0.66
1948-11-07,15.43,-6.48
1948-11-14,15.04,-2.53
1948-11-21,15.31,1.8
1948-11-28,14.91,-2.61
1948-12-05,15.13,1.48
1948-12-12,15.22,0.59
1948-12-19,15.2,-0.13
1948-12-26,15.25,0.33
1949-01-02,15.2,-0.33
1949-01-09,15.61,2.7
1949-01-16,15.24,-2.37
1949-01-23,15.47,1.51
1949-01-30,15.2,-1.75
1949-02-06,15.09,-0.72
1949-02-13,14.56,-3.51
1949-02-20,14.79,1.58
1949-02-27,14.38,-2.77
1949-03-06,14.67,2.02
1949-03-13,15.02,2.39
1949-03-20,14.94,-0.53
1949-03-27,14.89,-0.33
1949-04-03,14.94,0.34
1949-04-10,14.97,0.2
1949-04-17,14.99,0.13
1949-04-24,14.7,-1.93
1949-05-01,14.71,0.07
1949-05-08,14.92,1.43
1949-05-15,14.88,-0.27
1949-05-22,14.73,-1.01
1949-05-29,14.51,-1.49
1949-06-05,14.05,-3.17
1949-06-12,13.81,-1.71
1949-06-19,13.87,0.43
1949-06-26,14.13,1.87
1949-07-03,14.26,0.92
1949-07-10,14.51,1.75
1949-07-17,14.76,1.72
1949-07-24,14.89,0.88
1949-07-31,15.04,1.01
1949-08-07,15.35,2.06
1949-08-14,15.32,-0.2
1949-08-21,15.41,0.59
1949-08-28,15.28,-0.84
1949-09-04,15.29,0.07
1949-09-11,15.4,0.72
1949-09-18,15.66,1.69
1949-09-25,15.57,-0.57
1949-10-02,15.58,0.06
1949-10-09,15.85,1.73
1949-10-16,15.91,0.38
1949-10-23,15.85,-0.38
1949-10-30,16.08,1.45
1949-11-06,16.21,0.81
1949-11-13,16.14,-0.43
1949-11-20,16.14,0.0
1949-11-27,16.1,-0.25
1949-12-04,16.28,1.12
1949-12-11,16.42,0.86
1949-12-18,16.66,1.46
1949-12-25,16.64,-0.12
1950-01-01,16.79,0.9
1950-01-08,16.98,1.13
1950-01-15,16.67,-1.83
1950-01-22,16.9,1.38
1950-01-29,16.82,-0.47
1950-02-05,17.29,2.79
1950-02-12,17.24,-0.29
1950-02-19,17.15,-0.52
1950-02-26,17.28,0.76
1950-03-05,17.29,0.06
1950-03-12,17.09,-1.16
1950-03-19,17.45,2.11
1950-03-26,17.56,0.63
1950-04-02,17.29,-1.54
1950-04-09,17.78,2.83
1950-04-16,17.96,1.01
1950-04-23,17.96,0.0
1950-04-30,17.96,0.0
1950-05-07,18.22,1.45
1950-05-14,18.18,-0.22
1950-05-21,18.68,2.75
1950-05-28,18.67,-0.05
1950-06-04,18.79,0.64
1950-06-11,19.26,2.5
1950-06-18,18.97,-1.51
1950-06-25,19.14,0.9
1950-07-02,17.69,-7.58
1950-07-09,17.67,-0.11
1950-07-16,16.87,-4.53
1950-07-23,17.59,4.27
1950-07-30,17.69,0.57
1950-08-06,18.14,2.54
1950-08-13,18.28,0.77
1950-08-20,18.68,2.19
1950-08-27,18.54,-0.75
1950-09-03,18.55,0.05
1950-09-10,18.75,1.08
1950-09-17,19.29,2.88
1950-09-24,19.44,0.78
1950-10-01,19.45,0.05
1950-10-08,20.12,3.44
1950-10-15,19.85,-1.34
1950-10-22,19.96,0.55
1950-10-29,19.77,-0.95
1950-11-05,19.85,0.4
1950-11-12,19.94,0.45
1950-11-19,19.86,-0.4
1950-11-26,20.32,2.32
1950-12-03,19.66,-3.25
1950-12-10,19.4,-1.32
1950-12-17,19.33,-0.36
1950-12-24,20.07,3.83
1950-12-31,20.43,1.79
1951-01-07,20.87,2.15
1951-01-14,21.11,1.15
1951-01-21,21.36,1.18
1951-01-28,21.26,-0.47
1951-02-04,21.96,3.29
1951-02-11,22.17,0.96
1951-02-18,22.13,-0.18
1951-02-25,21.92,-0.95
1951-03-04,21.93,0.05
1951-03-11,21.95,0.09
1951-03-18,21.64,-1.41
1951-03-25,21.73,0.42
1951-04-01,21.48,-1.15
1951-04-08,21.72,1.12
1951-04-15,22.09,1.7
1951-04-22,22.04,-0.23
1951-04-29,22.39,1.59
1951-05-06,22.77,1.7
1951-05-13,22.33,-1.93
1951-05-20,21.51,-3.67
1951-05-27,21.03,-2.23
1951-06-03,21.48,2.14
1951-06-10,21.49,0.05
1951-06-17,22.04,2.56
1951-06-24,21.55,-2.22
1951-07-01,20.96,-2.74
1951-07-08,21.64,3.24
1951-07-15,21.98,1.57
1951-07-22,21.88,-0.45
1951-07-29,22.53,2.97
1951-08-05,22.85,1.42
1951-08-12,22.79,-0.26
1951-08-19,22.94,0.66
1951-08-26,22.88,-0.26
1951-09-02,23.28,1.75
1951-09-09,23.53,1.07
1951-09-16,23.69,0.68
1951-09-23,23.4,-1.22
1951-09-30,23.26,-0.6
1951-10-07,23.78,2.24
1951-10-14,23.7,-0.34
1951-10-21,23.32,-1.6
1951-10-28,22.81,-2.19
1951-11-04,22.93,0.53
1951-11-11,22.75,-0.78
1951-11-18,22.82,0.31
1951-11-25,22.4,-1.84
1951-12-02,22.88,2.14
1951-12-09,23.38,2.19
1951-12-16,23.37,-0.04
1951-12-23,23.51,0.6
1951-12-30,23.69,0.77
1952-01-06,23.92,0.97
1952-01-13,23.98,0.25
1952-01-20,24.25,1.13
1952-01-27,24.55,1.24
1952-02-03,24.3,-1.02
1952-02-10,24.24,-0.25
1952-02-17,23.86,-1.57
1952-02-24,23.16,-2.93
1952-03-02,23.26,0.43
1952-03-09,23.72,1.98
1952-03-16,23.75,0.13
1952-03-23,23.93,0.76
1952-03-30,24.18,1.04
1952-04-06,24.02,-0.66
1952-04-13,24.11,0.37
1952-04-20,23.5,-2.53
1952-04-27,23.54,0.17
1952-05-04,23.56,0.08
1952-05-11,23.84,1.19
1952-05-18,23.56,-1.17
1952-05-25,23.89,1.4
1952-06-01,23.86,-0.13
1952-06-08,24.26,1.68
1952-06-15,24.37,0.45
1952-06-22,24.59,0.9
1952-06-29,24.83,0.98
1952-07-06,25.05,0.89
1952-07-13,24.98,-0.28
1952-07-20,24.85,-0.52
1952-07-27,25.16,1.25
1952-08-03,25.45,1.15
1952-08-10,25.55,0.39
1952-08-17,25.2,-1.37
1952-08-24,24.99,-0.83
1952-08-31,25.03,0.16
1952-09-07,25.21,0.72
1952-09-14,24.71,-1.98
1952-09-21,24.57,-0.57
1952-09-28,24.73,0.65
1952-10-05,24.5,-0.93
1952-10-12,24.55,0.2
1952-10-19,24.2,-1.43
1952-10-26,24.03,-0.7
1952-11-02,24.52,2.04
1952-11-09,24.78,1.06
1952-11-16,24.75,-0.12
1952-11-23,25.27,2.1
1952-11-30,25.66,1.54
1952-12-07,25.62,-0.16
1952-12-14,26.04,1.64
1952-12-21,26.15,0.42
1952-12-28,26.25,0.38
1953-01-04,26.54,1.1
1953-01-11,26.08,-1.73
1953-01-18,26.02,-0.23
1953-01-25,26.07,0.19
1953-02-01,26.38,1.19
1953-02-08,26.51,0.49
1953-02-15,25.74,-2.9
1953-02-22,25.63,-0.43
1953-03-01,25.9,1.05
1953-03-08,25.84,-0.23
1953-03-15,26.18,1.32
1953-03-22,26.18,0.0
1953-03-29,25.99,-0.73
1953-04-05,25.23,-2.92
1953-04-12,24.82,-1.63
1953-04-19,24.62,-0.81
1953-04-26,24.2,-1.71
1953-05-03,24.73,2.19
1953-05-10,24.9,0.69
1953-05-17,24.84,-0.24
1953-05-24,25.03,0.76
1953-05-31,24.54,-1.96
1953-06-07,24.09,-1.83
1953-06-14,23.82,-1.12
1953-06-21,23.84,0.08
1953-06-28,24.21,1.55
1953-07-05,24.36,0.62
1953-07-12,24.41,0.21
1953-07-19,24.35,-0.25
1953-07-26,24.23,-0.49
1953-08-02,24.75,2.15
1953-08-09,24.78,0.12
1953-08-16,24.62,-0.65
1953-08-23,24.35,-1.1
1953-08-30,23.74,-2.51
1953-09-06,23.57,-0.72
1953-09-13,23.14,-1.82
1953-09-20,22.95,-0.82
1953-09-27,23.3,1.53
1953-10-04,23.59,1.24
1953-10-11,23.66,0.3
1953-10-18,24.14,2.03
1953-10-25,24.35,0.87
1953-11-01,24.54,0.78
1953-11-08,24.61,0.29
1953-11-15,24.54,-0.28
1953-11-22,24.44,-0.41
1953-11-29,24.66,0.9
1953-12-06,24.98,1.3
1953-12-13,24.76,-0.88
1953-12-20,24.99,0.93
1953-12-27,24.8,-0.76
1954-01-03,24.81,0.04
1954-01-10,24.93,0.48
1954-01-17,25.43,2.01
1954-01-24,25.85,1.65
1954-01-31,26.08,0.89
1954-02-07,26.3,0.84
1954-02-14,26.12,-0.68
1954-02-21,25.92,-0.77
1954-02-28,26.15,0.89
1954-03-07,26.52,1.41
1954-03-14,26.69,0.64
1954-03-21,26.81,0.45
1954-03-28,26.56,-0.93
1954-04-04,27.21,2.45
1954-04-11,27.38,0.62
1954-04-18,27.94,2.05
1954-04-25,27.78,-0.57
1954-05-02,28.26,1.73
1954-05-09,28.65,1.38
1954-05-16,28.8,0.52
1954-05-23,28.99,0.66
1954-05-30,29.19,0.69
1954-06-06,29.1,-0.31
1954-06-13,28.58,-1.79
1954-06-20,29.04,1.61
1954-06-27,29.2,0.55
1954-07-04,29.59,1.34
1954-07-11,30.14,1.86
1954-07-18,30.06,-0.27
1954-07-25,30.31,0.83
1954-08-01,30.88,1.88
1954-08-08,30.38,-1.62
1954-08-15,30.72,1.12
1954-08-22,31.21,1.6
1954-08-29,30.66,-1.76
1954-09-05,30.5,-0.52
1954-09-12,30.84,1.11
1954-09-19,31.71,2.82
1954-09-26,32.4,2.18
1954-10-03,32.29,-0.34
1954-10-10,32.67,1.18
1954-10-17,31.71,-2.94
1954-10-24,32.13,1.32
1954-10-31,31.68,-1.4
1954-11-07,32.71,3.25
1954-11-14,33.54,2.54
1954-11-21,33.45,-0.27
1954-11-28,34.55,3.29
1954-12-05,34.49,-0.17
1954-12-12,34.56,0.2
1954-12-19,35.92,3.94
1954-12-26,35.37,-1.53
1955-01-02,35.98,1.72
1955-01-09,35.33,-1.81
1955-01-16,35.28,-0.14
1955-01-23,35.44,0.45
1955-01-30,36.19,2.12
1955-02-06,36.96,2.13
1955-02-13,37.15,0.51
1955-02-20,36.89,-0.7
1955-02-27,36.57,-0.87
1955-03-06,37.52,2.6
1955-03-13,35.82,-4.53
1955-03-20,36.18,1.01
1955-03-27,36.96,2.16
1955-04-03,36.95,-0.03
1955-04-10,37.34,1.06
1955-04-17,37.96,1.66
1955-04-24,38.01,0.13
1955-05-01,37.96,-0.13
1955-05-08,37.89,-0.18
1955-05-15,37.44,-1.19
1955-05-22,37.74,0.8
1955-05-29,37.93,0.5
1955-06-05,38.37,1.16
1955-06-12,39.25,2.29
1955-06-19,40.1,2.17
1955-06-26,40.96,2.14
1955-07-03,41.19,0.56
1955-07-10,42.64,3.52
1955-07-17,42.4,-0.56
1955-07-24,43.0,1.42
1955-07-31,43.52,1.21
1955-08-07,42.56,-2.21
1955-08-14,42.21,-0.82
1955-08-21,42.02,-0.45
1955-08-28,42.99,2.31
1955-09-04,43.6,1.42
1955-09-11,43.89,0.67
1955-09-18,45.09,2.73
1955-09-25,45.63,1.2
1955-10-02,43.67,-4.3
1955-10-09,42.38,-2.95
1955-10-16,41.22,-2.74
1955-10-23,42.59,3.32
1955-10-30,42.37,-0.52
1955-11-06,43.96,3.75
1955-11-13,45.24,2.91
1955-11-20,45.54,0.66
1955-11-27,45.68,0.31
1955-12-04,45.44,-0.53
1955-12-11,45.89,0.99
1955-12-18,45.13,-1.66
1955-12-25,45.5,0.82
1956-01-01,45.48,-0.04
1956-01-08,45.14,-0.75
1956-01-15,44.67,-1.04
1956-01-22,43.22,-3.25
1956-01-29,43.35,0.3
1956-02-05,44.78,3.3
1956-02-12,43.64,-2.55
1956-02-19,44.52,2.02
1956-02-26,45.32,1.8
1956-03-04,45.81,1.08
1956-03-11,46.7,1.94
1956-03-18,48.14,3.08
1956-03-25,48.83,1.43
1956-04-01,48.48,-0.72
1956-04-08,48.85,0.76
1956-04-15,47.95,-1.84
1956-04-22,47.76,-0.4
1956-04-29,47.99,0.48
1956-05-06,48.51,1.08
1956-05-13,47.12,-2.87
1956-05-20,46.39,-1.55
1956-05-27,44.62,-3.82
1956-06-03,45.58,2.15
1956-06-10,45.14,-0.97
1956-06-17,46.37,2.72
1956-06-24,46.59,0.47
1956-07-01,46.97,0.82
1956-07-08,48.04,2.28
1956-07-15,48.72,1.42
1956-07-22,49.35,1.29
1956-07-29,49.08,-0.55
1956-08-05,49.64,1.14
1956-08-12,49.09,-1.11
1956-08-19,48.82,-0.55
1956-08-26,47.95,-1.78
1956-09-02,47.51,-0.92
1956-09-09,47.81,0.63
1956-09-16,47.21,-1.25
1956-09-23,46.58,-1.33
1956-09-30,45.35,-2.64
1956-10-07,46.45,2.43
1956-10-14,47.0,1.18
1956-10-21,46.24,-1.62
1956-10-28,46.27,0.06
1956-11-04,46.98,1.53
1956-11-11,46.34,-1.36
1956-11-18,45.74,-1.29
1956-11-25,45.14,-1.31
1956-12-02,45.08,-0.13
1956-12-09,47.04,4.35
1956-12-16,46.54,-1.06
1956-12-23,46.37,-0.37
1956-12-30,46.56,0.41
1957-01-06,46.66,0.21
1957-01-13,46.18,-1.03
1957-01-20,44.64,-3.33
1957-01-27,44.82,0.4
1957-02-03,44.62,-0.45
1957-02-10,43.32,-2.91
1957-02-17,43.51,0.44
1957-02-24,43.48,-0.07
1957-03-03,43.74,0.6
1957-03-10,44.07,0.75
1957-03-17,44.05,-0.05
1957-03-24,44.06,0.02
1957-03-31,44.11,0.11
1957-04-07,44.49,0.86
1957-04-14,44.98,1.1
1957-04-21,45.41,0.96
1957-04-28,45.5,0.2
1957-05-05,46.34,1.85
1957-05-12,46.59,0.54
1957-05-19,47.15,1.2
1957-05-26,47.21,0.13
1957-06-02,47.43,0.47
1957-06-09,47.85,0.89
1957-06-16,48.15,0.63
1957-06-23,47.15,-2.08
1957-06-30,47.37,0.47
1957-07-07,48.69,2.79
1957-07-14,49.08,0.8
1957-07-21,48.58,-1.02
1957-07-28,48.45,-0.27
1957-08-04,47.68,-1.59
1957-08-11,46.92,-1.59
1957-08-18,45.83,-2.32
1957-08-25,44.51,-2.88
1957-09-01,45.22,1.6
1957-09-08,44.68,-1.19
1957-09-15,44.8,0.27
1957-09-22,43.69,-2.48
1957-09-29,42.55,-2.61
1957-10-06,42.79,0.56
1957-10-13,40.94,-4.32
1957-10-20,40.33,-1.49
1957-10-27,40.59,0.64
1957-11-03,40.44,-0.37
1957-11-10,40.19,-0.62
1957-11-17,40.37,0.45
1957-11-24,40.87,1.24
1957-12-01,41.72,2.08
1957-12-08,41.31,-0.98
1957-12-15,40.73,-1.4
1957-12-22,39.48,-3.07
1957-12-29,39.78,0.76
1958-01-05,40.87,2.74
1958-01-12,40.37,-1.22
1958-01-19,41.1,1.81
1958-01-26,41.71,1.48
1958-02-02,41.7,-0.02
1958-02-09,41.73,0.07
1958-02-16,41.33,-0.96
1958-02-23,40.88,-1.09
1958-03-02,40.84,-0.1
1958-03-09,42.07,3.01
1958-03-16,42.33,0.62
1958-03-23,42.42,0.21
1958-03-30,42.2,-0.52
1958-04-06,41.48,-1.71
1958-04-13,41.74,0.63
1958-04-20,42.71,2.32
1958-04-27,43.36,1.52
1958-05-04,43.69,0.76
1958-05-11,44.09,0.92
1958-05-18,43.36,-1.66
1958-05-25,43.87,1.18
1958-06-01,44.09,0.5
1958-06-08,44.64,1.25
1958-06-15,45.02,0.85
1958-06-22,44.85,-0.38
1958-06-29,44.9,0.11
1958-07-06,45.47,1.27
1958-07-13,45.72,0.55
1958-07-20,45.77,0.11
1958-07-27,46.97,2.62
1958-08-03,47.49,1.11
1958-08-10,48.05,1.18
1958-08-17,47.5,-1.14
1958-08-24,47.73,0.48
1958-08-31,47.75,0.04
1958-09-07,47.97,0.46
1958-09-14,48.53,1.17
1958-09-21,49.4,1.79
1958-09-28,49.66,0.53
1958-10-05,50.37,1.43
1958-10-12,51.39,2.03
1958-10-19,51.46,0.14
1958-10-26,50.81,-1.26
1958-11-02,51.33,1.02
1958-11-09,52.26,1.81
1958-11-16,53.09,1.59
1958-11-23,52.7,-0.73
1958-11-30,52.48,-0.42
1958-12-07,52.46,-0.04
1958-12-14,53.22,1.45
1958-12-21,54.07,1.6
1958-12-28,54.11,0.07
1959-01-04,55.44,2.46
1959-01-11,55.77,0.6
1959-01-18,55.81,0.07
1959-01-25,56.0,0.34
1959-02-01,55.45,-0.98
1959-02-08,54.37,-1.95
1959-02-15,54.42,0.09
1959-02-22,55.52,2.02
1959-03-01,55.41,-0.2
1959-03-08,56.21,1.44
1959-03-15,56.67,0.82
1959-03-22,56.39,-0.49
1959-03-29,55.76,-1.12
1959-04-05,56.44,1.22
1959-04-12,56.22,-0.39
1959-04-19,57.92,3.02
1959-04-26,57.96,0.07
1959-05-03,57.65,-0.53
1959-05-10,57.32,-0.57
1959-05-17,58.16,1.47
1959-05-24,58.33,0.29
1959-05-31,58.68,0.6
1959-06-07,57.51,-1.99
1959-06-14,57.29,-0.38
1959-06-21,57.13,-0.28
1959-06-28,57.98,1.49
1959-07-05,59.28,2.24
1959-07-12,59.91,1.06
1959-07-19,59.19,-1.2
1959-07-26,59.65,0.78
1959-08-02,60.51,1.44
1959-08-09,59.87,-1.06
1959-08-16,59.29,-0.97
1959-08-23,59.08,-0.35
1959-08-30,59.6,0.88
1959-09-06,58.54,-1.78
1959-09-13,57.41,-1.93
1959-09-20,56.19,-2.13
1959-09-27,56.73,0.96
1959-10-04,57.2,0.83
1959-10-11,57.0,-0.35
1959-10-18,57.33,0.58
1959-10-25,56.56,-1.34
1959-11-01,57.52,1.7
1959-11-08,57.6,0.14
1959-11-15,56.85,-1.3
1959-11-22,56.97,0.21
1959-11-29,57.7,1.28
1959-12-06,58.85,1.99
1959-12-13,58.88,0.05
1959-12-20,59.14,0.44
1959-12-27,59.0,-0.24
1960-01-03,59.89,1.51
1960-01-10,59.5,-0.65
1960-01-17,58.38,-1.88
1960-01-24,57.38,-1.71
1960-01-31,55.61,-3.08
1960-02-07,55.98,0.67
1960-02-14,55.46,-0.93
1960-02-21,56.24,1.41
1960-02-28,56.16,-0.14
1960-03-06,54.57,-2.83
1960-03-13,54.24,-0.6
1960-03-20,55.01,1.42
1960-03-27,55.98,1.76
1960-04-03,55.43,-0.98
1960-04-10,56.39,1.73
1960-04-17,56.43,0.07
1960-04-24,55.42,-1.79
1960-05-01,54.37,-1.89
1960-05-08,54.75,0.7
1960-05-15,55.3,1.0
1960-05-22,55.73,0.78
1960-05-29,55.74,0.02
1960-06-05,56.23,0.88
1960-06-12,57.97,3.09
1960-06-19,57.44,-0.91
1960-06-26,57.68,0.42
1960-07-03,57.06,-1.07
1960-07-10,57.38,0.56
1960-07-17,56.05,-2.32
1960-07-24,54.72,-2.37
1960-07-31,55.51,1.44
1960-08-07,55.44,-0.13
1960-08-14,56.66,2.2
1960-08-21,57.01,0.62
1960-08-28,57.6,1.03
1960-09-04,57.0,-1.04
1960-09-11,56.11,-1.56
1960-09-18,55.11,-1.78
1960-09-25,53.9,-2.2
1960-10-02,53.52,-0.71
1960-10-09,54.03,0.95
1960-10-16,54.86,1.54
1960-10-23,53.72,-2.08
1960-10-30,53.41,-0.58
1960-11-06,54.9,2.79
1960-11-13,55.87,1.77
1960-11-20,55.82,-0.09
1960-11-27,56.13,0.56
1960-12-04,55.39,-1.32
1960-12-11,56.65,2.27
1960-12-18,57.2,0.97
1960-12-25,57.44,0.42
1961-01-01,58.11,1.17
1961-01-08,58.4,0.5
1961-01-15,59.6,2.05
1961-01-22,59.96,0.6
1961-01-29,61.24,2.13
1961-02-05,62.22,1.6
1961-02-12,61.5,-1.16
1961-02-19,62.1,0.98
1961-02-26,62.84,1.19
1961-03-05,63.95,1.77
1961-03-12,63.48,-0.73
1961-03-19,64.0,0.82
1961-03-26,64.42,0.66
1961-04-02,65.06,0.99
1961-04-09,65.96,1.38
1961-04-16,66.37,0.62
1961-04-23,65.77,-0.9
1961-04-30,65.31,-0.7
1961-05-07,66.52,1.85
1961-05-14,66.5,-0.03
1961-05-21,67.27,1.16
1961-05-28,66.43,-1.25
1961-06-04,66.73,0.45
1961-06-11,66.66,-0.1
1961-06-18,65.18,-2.22
1961-06-25,65.16,-0.03
1961-07-02,64.64,-0.8
1961-07-09,65.77,1.75
1961-07-16,65.28,-0.75
1961-07-23,64.86,-0.64
1961-07-30,66.71,2.85
1961-08-06,67.68,1.45
1961-08-13,68.06,0.56
1961-08-20,68.29,0.34
1961-08-27,67.67,-0.91
1961-09-03,68.19,0.77
1961-09-10,67.88,-0.45
1961-09-17,67.65,-0.34
1961-09-24,66.72,-1.37
1961-10-01,66.73,0.01
1961-10-08,66.97,0.36
1961-10-15,68.04,1.6
1961-10-22,68.0,-0.06
1961-10-29,68.34,0.5
1961-11-05,69.47,1.65
1961-11-12,71.07,2.3
1961-11-19,71.62,0.77
1961-11-26,71.84,0.31
1961-12-03,71.78,-0.08
1961-12-10,72.04,0.36
1961-12-17,72.01,-0.04
1961-12-24,70.91,-1.53
1961-12-31,71.55,0.9
1962-01-07,69.66,-2.64
1962-01-14,69.61,-0.07
1962-01-21,68.75,-1.24
1962-01-28,68.13,-0.9
1962-02-04,69.81,2.47
1962-02-11,70.48,0.96
1962-02-18,70.59,0.16
1962-02-25,70.16,-0.61
1962-03-04,70.16,0.0
1962-03-11,70.42,0.37
1962-03-18,70.94,0.74
1962-03-25,70.45,-0.69
1962-04-01,69.55,-1.28
1962-04-08,68.84,-1.02
1962-04-15,67.9,-1.37
1962-04-22,68.59,1.02
1962-04-29,66.3,-3.34
1962-05-06,66.24,-0.09
1962-05-13,62.65,-5.42
1962-05-20,63.82,1.87
1962-05-27,59.47,-6.82
1962-06-03,59.38,-0.15
1962-06-10,58.45,-1.57
1962-06-17,55.89,-4.38
1962-06-24,52.68,-5.74
1962-07-01,54.75,3.93
1962-07-08,56.17,2.59
1962-07-15,57.83,2.96
1962-07-22,56.81,-1.76
1962-07-29,57.2,0.69
1962-08-05,58.12,1.61
1962-08-12,57.55,-0.98
1962-08-19,59.01,2.54
1962-08-26,59.58,0.97
1962-09-02,59.12,-0.77
1962-09-09,58.38,-1.25
1962-09-16,58.89,0.87
